,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/8671/terra/credits'],"['Card Game', 'Educational', 'Environmental', 'Political']",['Hand Management'],"['Region: Catalonia (Spain)', 'Series: Jolly Pets', 'Theme: Climate Change', 'Theme: Nature']"
1,['https://boardgamegeek.com/boardgame/2706/attack-mutants/credits'],"['Horror', 'Zombies']","['Dice Rolling', 'Line of Sight', 'Simulation', 'Square Grid']",['Series: Album Games (Yaquinto)']
2,['https://boardgamegeek.com/boardgame/32143/kazaam/credits'],['Fantasy'],"['Action Points', 'Hand Management', 'Memory', 'Set Collection', 'Tile Placement', 'Variable Player Powers']",[]
3,['https://boardgamegeek.com/boardgame/72242/bridgetown-races/credits'],['Racing'],['Point to Point Movement'],['Family Games (Gryphon Games)']
4,['https://boardgamegeek.com/boardgame/15957/final-fantasy-viii-triple-triad/credits'],"['Card Game', 'Number', 'Video Game Theme']","['Pattern Building', 'Tile Placement']","['Final Fantasy', 'Theme: Anime / Manga']"
5,['https://boardgamegeek.com/boardgame/198005/revanche/credits'],"['Card Game', 'Dice', 'Sports']","['Hand Management', 'Memory']",['Sports: Football / Soccer']
6,['https://boardgamegeek.com/boardgame/11581/king/credits'],['Card Game'],['Trick-taking'],['Components: Traditional Playing Cards']
7,['https://boardgamegeek.com/boardgame/29848/battle-baghdad/credits'],"['Arabian', 'Civil War', 'Educational', 'Modern Warfare', 'Political', 'Wargame']","['Area Movement', 'Auction/Bidding', 'Hand Management', 'Simulation', 'Variable Player Powers']","['Cities: Baghdad (Iraq)', 'Country: Iraq', 'History: Iraq War']"
8,['https://boardgamegeek.com/boardgame/3670/battlewagon/credits'],"['Nautical', 'Wargame', 'World War I', 'World War II']","['Action Queue', 'Hexagon Grid']",['Series: Pocket Games (Task Force Games)']
9,['https://boardgamegeek.com/boardgame/18311/battlefront-wwii/credits'],"['Book', 'Miniatures', 'Wargame', 'World War II']","['Dice Rolling', 'Measurement Movement', 'Simulation', 'Variable Phase Order']",[]
10,['https://boardgamegeek.com/boardgame/262198/sea-evil/credits'],"['Ancient', 'Horror', 'Mature / Adult', 'Mythology', 'Wargame']","['Card Play Conflict Resolution', 'Hexagon Grid', 'Paper-and-Pencil', 'Simulation', 'Variable Player Powers']",[]
11,['https://boardgamegeek.com/boardgame/182681/mini-cywilizacja/credits'],"['Ancient', 'Card Game', 'City Building', 'Economic']",['Card Drafting'],[]
12,['https://boardgamegeek.com/boardgame/254681/gorilla-marketing/credits'],"['Humor', 'Party Game', 'Word Game']",['Dice Rolling'],[]
13,['https://boardgamegeek.com/boardgame/32907/eylau-1807/credits'],"['Napoleonic', 'Wargame']",['Hexagon Grid'],"['Country: Russia', 'Magazine: Vae Victis', 'Series: Jours de Gloire (Frédéric Bey)']"
