,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/119591/rialto/credits'],"['Political', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Card Drafting']","['Cities: Venice (Veneto, Italy)', 'Country: Italy']"
1,['https://boardgamegeek.com/boardgame/111124/dark-moon/credits'],"['Bluffing', 'Deduction', 'Dice', 'Movies / TV / Radio theme', 'Print & Play', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']","['Dice Rolling', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",[]
2,['https://boardgamegeek.com/boardgame/184424/mega-civilization/credits'],"['Ancient', 'Civilization', 'Economic', 'Negotiation']","['Area Movement', 'Set Collection', 'Trading']",['Game: Civilization']
3,['https://boardgamegeek.com/boardgame/131014/carcassonne-winter-edition/credits'],"['City Building', 'Medieval']","['Area Majority / Influence', 'Tile Placement']",['Game: Carcassonne']
4,['https://boardgamegeek.com/boardgame/128721/crisis/credits'],"['Economic', 'Industry / Manufacturing', 'Political']","['Commodity Speculation', 'Worker Placement']","['Players: Games with Solitaire Rules', 'Theme: Dieselpunk']"
5,['https://boardgamegeek.com/boardgame/230933/merlin/credits'],['Medieval'],"['Area Majority / Influence', 'Roll / Spin and Move', 'Rondel', 'Set Collection', 'Worker Placement']","['Admin: Better Description Needed!', 'Crowdfunding: Kickstarter', 'Series: Yellow Wave Box (Queen)', 'Theme: King Arthur / The Knights of the Round Table / Camelot']"
6,['https://boardgamegeek.com/boardgame/552/bus/credits'],['Transportation'],"['Network and Route Building', 'Pick-up and Deliver', 'Worker Placement']",[]
7,['https://boardgamegeek.com/boardgame/10/elfenland/credits'],"['Fantasy', 'Travel']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Point to Point Movement']","['Creatures: Fairies / Elves / Pixies', 'Elfen Travel']"
8,['https://boardgamegeek.com/boardgame/1159/evo/credits'],"['Animals', 'Prehistoric', 'Science Fiction']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Hand Management', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Victory Points as a Resource']","['Animals: Dinosaurs', 'Theme: Evolution']"
9,['https://boardgamegeek.com/boardgame/180899/ponzi-scheme/credits'],['Economic'],"['Set Collection', 'Trading']",['Cities: Lugo di Romagna (Italy)']
10,['https://boardgamegeek.com/boardgame/265402/hall-mountain-king/credits'],"['Fantasy', 'Territory Building']","['Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']","['Components: Game Trayz Inside', 'Components: Polyominoes', 'Crowdfunding: Kickstarter', 'Organizations: The Game Artisans of Canada']"
11,['https://boardgamegeek.com/boardgame/12495/fire-axe-viking-saga/credits'],"['Medieval', 'Nautical']","['Action Points', 'Area Movement', 'Dice Rolling', 'Pick-up and Deliver']","['Components: Miniatures', 'Continents: Europe', 'Country: Denmark', 'Country: Norway', 'Country: Sweden', 'History: Viking Expansion', 'Theme: Vikings']"
12,['https://boardgamegeek.com/boardgame/1540/battletech/credits'],"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Movement Points', 'Role Playing', 'Simulation', 'Variable Player Powers']",['Game: BattleTech']
13,['https://boardgamegeek.com/boardgame/205597/jump-drive/credits'],"['Card Game', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Simultaneous Action Selection']",['Game: Race for the Galaxy']
14,['https://boardgamegeek.com/boardgame/43443/castle-panic/credits'],"['Fantasy', 'Fighting', 'Medieval']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Trading']","['Creatures: Monsters', 'Game: Castle Panic', 'Players: Games with Solitaire Rules', 'Tower Defense']"
15,['https://boardgamegeek.com/boardgame/134253/hostage-negotiator/credits'],"['Card Game', 'Dice']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Solo / Solitaire Game']","['Crowdfunding: Kickstarter', 'Hostage Negotiator', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Games']"
16,['https://boardgamegeek.com/boardgame/257518/claustrophobia-1643/credits'],"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Crowdfunding: Kickstarter', 'Dungeon Crawler', 'Players: Two Player Only Games']"
17,['https://boardgamegeek.com/boardgame/199966/kingsburg-second-edition/credits'],"['City Building', 'Dice', 'Fantasy', 'Medieval']","['Dice Rolling', 'Worker Placement', 'Worker Placement with Dice Workers']",[]
18,['https://boardgamegeek.com/boardgame/234669/legacy-dragonholt/credits'],"['Adventure', 'Exploration', 'Fantasy']","['Cooperative Game', 'Narrative Choice / Paragraph', 'Role Playing', 'Storytelling']","['Mechanic: Campaign Games', 'Players: Games with Solitaire Rules', 'Series: The Realms of Terrinoth']"
19,['https://boardgamegeek.com/boardgame/354/stick-em/credits'],['Card Game'],"['Hand Management', 'Trick-taking']",['Series: NSV Middys (Nürnberger Spielkartenverlag)']
