,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/6914/beda-fomm/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],['Series: GDW Series 120 Games']
1,['https://boardgamegeek.com/boardgame/2262/mythology-game-adventure-age-heros/credits'],"['Bluffing', 'Deduction', 'Fighting', 'Mythology']","['Action Queue', 'Betting and Bluffing']",[]
2,['https://boardgamegeek.com/boardgame/24051/fowl-play/credits'],['Animals'],"['Hand Management', 'Hexagon Grid', 'Set Collection']",['Animals: Foxes']
3,['https://boardgamegeek.com/boardgame/66088/qbitz/credits'],"['Abstract Strategy', 'Action / Dexterity', 'Dice', 'Memory', 'Puzzle']","['Dice Rolling', 'Memory', 'Pattern Building']",['Q-bitz']
4,['https://boardgamegeek.com/boardgame/245085/troll-dragon/credits'],"[""Children's Game"", 'Dice', 'Fantasy', 'Medieval', 'Real-time']","['Dice Rolling', 'Push Your Luck']","['Admin: Better Description Needed!', 'Creatures: Dragons']"
5,['https://boardgamegeek.com/boardgame/1860/dragon-dice/credits'],"['Collectible Components', 'Dice', 'Fantasy']",['Dice Rolling'],"['CDGs (Collectible Dice Games)', 'Creatures: Dragons']"
6,['https://boardgamegeek.com/boardgame/15173/die-insel/credits'],"['Adventure', 'Electronic', 'Exploration', 'Fantasy', 'Mythology']",[],['Admin: Better Description Needed!']
7,['https://boardgamegeek.com/boardgame/32048/bobbin-bumblebee/credits'],"['Action / Dexterity', ""Children's Game"", 'Electronic', 'Real-time']",['Player Elimination'],"['Animals: Bees', 'Components: 3-Dimensional (3D)']"
8,['https://boardgamegeek.com/boardgame/110643/le-retour-de-lempereur/credits'],"['Napoleonic', 'Wargame']",['Hexagon Grid'],"[""Vive l'Empereur !""]"
9,['https://boardgamegeek.com/boardgame/12604/box-golf-classic-golf-board-game/credits'],['Sports'],['Point to Point Movement'],['Sports: Golf']
10,['https://boardgamegeek.com/boardgame/129951/teomachia/credits'],"['Ancient', 'Bluffing', 'Card Game', 'Fighting', 'Mythology']","['Auction/Bidding', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Player Elimination']","['Crowdfunding: Spieleschmiede', 'Game: Theomachy']"
11,['https://boardgamegeek.com/boardgame/143657/eternal-dynasty/credits'],"['Ancient', 'Political', 'Territory Building']","['Area Majority / Influence', 'Network and Route Building', 'Time Track', 'Voting']","['Continents: Asia', 'Country: China', 'Crowdfunding: Kickstarter']"
12,['https://boardgamegeek.com/boardgame/2200/falsche-fuffziger/credits'],"['Economic', 'Mafia']",['Auction/Bidding'],[]
13,['https://boardgamegeek.com/boardgame/65516/ablaze/credits'],"['Abstract Strategy', 'Environmental']","['Cooperative Game', 'Modular Board', 'Simulation', 'Tile Placement']",['Theme: Firefighting']
14,['https://boardgamegeek.com/boardgame/20269/pikemen/credits'],['Abstract Strategy'],['Point to Point Movement'],"['Looney Pyramid Games', 'Mechanic: Combinatorial']"
15,['https://boardgamegeek.com/boardgame/30505/apples-apples-british-isles-edition/credits'],"['Card Game', 'Humor', 'Party Game', 'Word Game']","['Hand Management', 'Simultaneous Action Selection']","['Game: Apples to Apples', 'Judging Games']"
16,['https://boardgamegeek.com/boardgame/277184/across-united-states/credits'],['Trains'],"['Network and Route Building', 'Stock Holding']","['Admin: Better Description Needed!', 'Country: USA', 'Series: Cube Rails']"
17,['https://boardgamegeek.com/boardgame/5607/battle-bulge/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],"['History: World War II (Battle of the Bulge)', 'Series: Smithsonian Institute (Avalon Hill)']"
18,['https://boardgamegeek.com/boardgame/178361/waka-tanka/credits'],"['American West', 'Animals', 'Bluffing', 'Card Game']",['Hand Management'],[]
19,['https://boardgamegeek.com/boardgame/8757/nordkapp/credits'],"['Modern Warfare', 'Wargame']",['Hexagon Grid'],"['Country: Finland', 'Country: Norway', 'Country: Sweden', 'Magazine: Strategy & Tactics']"
20,['https://boardgamegeek.com/boardgame/254127/europa-universalis-price-power/credits'],"['Age of Reason', 'Civilization', 'Economic', 'Exploration', 'Napoleonic', 'Negotiation', 'Pike and Shot', 'Political', 'Renaissance', 'Video Game Theme', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Scenario / Mission / Campaign Game']","['Admin: Unreleased Games', 'Continents: Europe', 'Crowdfunding: Kickstarter']"
21,['https://boardgamegeek.com/boardgame/1375/guadalcanal/credits'],"['Nautical', 'Wargame', 'World War II']","['Hexagon Grid', 'Secret Unit Deployment']","['Country: Solomon Islands', 'Series: Smithsonian Institute (Avalon Hill)']"
22,['https://boardgamegeek.com/boardgame/281258/sub-terra-ii-infernos-edge/credits'],"['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Horror', 'Mythology']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Tile Placement', 'Variable Player Powers']","['Admin: Unreleased Games', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Sub Terra']"
23,['https://boardgamegeek.com/boardgame/1950/mysteries-peking/credits'],"['Deduction', 'Murder/Mystery']",['Roll / Spin and Move'],[]
24,['https://boardgamegeek.com/boardgame/2174/coup-detat/credits'],['Card Game'],"['Hand Management', 'Trick-taking']",[]
25,['https://boardgamegeek.com/boardgame/416/z/credits'],"['Party Game', 'Trivia', 'Word Game']","['Dice Rolling', 'Set Collection']","['Animals: Frogs / Toads', 'Series: A to Z (Tactic)', 'Traditional Games: Categories / Guggenheim']"
26,['https://boardgamegeek.com/boardgame/38361/borodino-20/credits'],"['Napoleonic', 'Wargame']","['Campaign / Battle Card Driven', 'Hexagon Grid']",['Napoleonic 20']
27,['https://boardgamegeek.com/boardgame/3084/buccaneer/credits'],"['Fighting', 'Nautical', 'Pirates']","['Pick-up and Deliver', 'Trading']",['Containers: Tubes']
28,['https://boardgamegeek.com/boardgame/266538/aftershock-san-francisco-venice/credits'],"['City Building', 'Civilization', 'Negotiation']","['Area Majority / Influence', 'Hand Management']","['Cities: San Francisco (California, USA)', 'Cities: Venice (Veneto, Italy)', 'Crowdfunding: Kickstarter', 'States: California']"
29,['https://boardgamegeek.com/boardgame/257991/igen/credits'],['Party Game'],['Voting'],[]
