,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/19600/antike/credits'],"['Ancient', 'Civilization', 'Fighting', 'Nautical', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Rondel']","['Ancient: Rome', 'Country: Greece', 'Game: Antike', 'Series: Rondel (Mac Gerdts)']"
1,['https://boardgamegeek.com/boardgame/939/star-wars-queens-gambit/credits'],"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Simultaneous Action Selection']","['Components: 3-Dimensional (3D)', 'Movies: Star Wars']"
2,['https://boardgamegeek.com/boardgame/38054/snow-tails/credits'],"['Animals', 'Racing', 'Sports']","['Hand Management', 'Modular Board', 'Player Elimination', 'Race']","['Animals: Dogs', 'Region: Arctic', 'Sports: Winter Sports']"
3,['https://boardgamegeek.com/boardgame/195137/catacombs-third-edition/credits'],"['Action / Dexterity', 'Adventure', 'Fantasy', 'Fighting']","['Flicking', 'Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']","['Crowdfunding: Kickstarter', 'Dungeon Crawler', 'Game: Catacombs', 'Mechanic: Finger Flicking Games', 'Players: One versus Many']"
4,['https://boardgamegeek.com/boardgame/30645/tammany-hall/credits'],"['Negotiation', 'Political', 'Territory Building']","['Area Majority / Influence', 'Auction/Bidding', 'Variable Player Powers']","['Cities: New York (New York, USA)', 'Crowdfunding: Kickstarter', 'Theme: Elections']"
5,['https://boardgamegeek.com/boardgame/161866/zombicide-season-3-rue-morgue/credits'],"['Horror', 'Miniatures', 'Zombies']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Team-Based Game', 'Variable Player Powers']","['Creatures: Zombies', 'Crowdfunding: Kickstarter', 'Game: Zombicide', 'Players: Games with Solitaire Rules']"
6,['https://boardgamegeek.com/boardgame/203427/fabled-fruit/credits'],"['Animals', 'Card Game']","['Set Collection', 'Worker Placement']",['Fable Game system']
7,['https://boardgamegeek.com/boardgame/218333/rhino-hero-super-battle/credits'],"['Action / Dexterity', 'Animals', ""Children's Game""]","['Dice Rolling', 'Single Loser Game', 'Stacking and Balancing']","['Animals: Elephants', 'Animals: Giraffes', 'Animals: Penguins', 'Animals: Rhinoceroses', 'Components: 3-Dimensional (3D)', 'Mechanic: Tower Stacking']"
8,['https://boardgamegeek.com/boardgame/168917/smash-pretty-pretty-smash/credits'],"['Animals', 'Card Game', 'Fantasy', 'Humor']","['Area Majority / Influence', 'Hand Management', 'Variable Player Powers']","['Creatures: Unicorns', 'Players: Two Player Only Games', 'Smash Up']"
9,['https://boardgamegeek.com/boardgame/89409/battlecon-war-indines/credits'],"['Card Game', 'Fighting', 'Print & Play']","['Hand Management', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Variable Player Powers']","['Crowdfunding: Kickstarter', 'Game: BattleCON', 'Players: Two Player Only Games', 'Series: World of Indines (Level 99 Games)', 'Theme: Anime / Manga', 'Versus Fighting Game']"
10,['https://boardgamegeek.com/boardgame/85897/thunderstone-dragonspire/credits'],"['Card Game', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']","['Game: Thunderstone', 'Players: Games with Solitaire Rules']"
11,['https://boardgamegeek.com/boardgame/223953/kitchen-rush/credits'],['Real-time'],"['Action Timer', 'Cooperative Game', 'Real-Time', 'Simulation', 'Worker Placement']","['Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Theme: Food / Cooking']"
12,['https://boardgamegeek.com/boardgame/2093/mahjong/credits'],['Abstract Strategy'],"['Hand Management', 'Set Collection']","['Card Games: Draw and Discard', 'Card Games: Exchange', 'Promotional: Promo Board Games', 'Traditional Card Games: Rummy', 'Traditional Games: Mahjong']"
13,['https://boardgamegeek.com/boardgame/59946/dungeons-dragons-castle-ravenloft-board-game/credits'],"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']","['Creatures: Vampires', 'Dungeon Crawler', 'Dungeons & Dragons', 'Dungeons and Dragons Adventure System Board Games', 'From RPG books to board games', 'Players: Games with Solitaire Rules']"
14,['https://boardgamegeek.com/boardgame/242639/treasure-island/credits'],"['Bluffing', 'Deduction', 'Exploration', 'Novel-based', 'Pirates']","['Hand Management', 'Line Drawing', 'Measurement Movement', 'Secret Unit Deployment', 'Storytelling', 'Team-Based Game', 'Variable Player Powers']",['Components: Miniatures']
15,['https://boardgamegeek.com/boardgame/66505/speicherstadt/credits'],['Economic'],"['Auction/Bidding', 'Auction: Dutch Priority', 'Set Collection']","['Cities: Hamburg (Germany)', 'Country: Germany']"
16,['https://boardgamegeek.com/boardgame/217780/gentes/credits'],"['Ancient', 'Civilization']","['Action Drafting', 'Action Points', 'Card Drafting']",['Players: Games with Solitaire Rules']
17,['https://boardgamegeek.com/boardgame/180680/automobiles/credits'],"['Racing', 'Sports', 'Transportation']","['Deck, Bag, and Pool Building', 'Hand Management', 'Race']","['Series: Destination Fun (AEG)', 'Sports: Auto Racing']"
18,['https://boardgamegeek.com/boardgame/234671/pandemic-rising-tide/credits'],[],['Cooperative Game'],"['Country: The Netherlands', 'Game: Pandemic']"
19,['https://boardgamegeek.com/boardgame/131646/merchant-venus-second-edition/credits'],"['Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Transportation']","['Commodity Speculation', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Roll / Spin and Move']","['Players: Games with Solitaire Rules', 'Space: Venus']"
20,['https://boardgamegeek.com/boardgame/224/history-world/credits'],"['Ancient', 'Civilization', 'Medieval', 'Renaissance', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management']",['Components: Miniatures']
21,['https://boardgamegeek.com/boardgame/131260/qwixx/credits'],['Dice'],"['Dice Rolling', 'Paper-and-Pencil']","['Mechanic: Roll-and-write', 'Mensa Select', 'Qwixx', 'Series: NSV Middys (Nürnberger Spielkartenverlag)']"
22,['https://boardgamegeek.com/boardgame/230244/black-angel/credits'],['Science Fiction'],"['Dice Rolling', 'Hand Management', 'Slide/Push', 'Solo / Solitaire Game', 'Tile Placement']","['Admin: Better Description Needed!', 'Players: Games with Solitaire Rules']"
