,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/6767/attack-vector-tactical/credits'],"['Fighting', 'Miniatures', 'Science Fiction']","['Hexagon Grid', 'Impulse Movement', 'Resource to Move', 'Simulation', 'Three Dimensional Movement']",[]
1,['https://boardgamegeek.com/boardgame/223726/destination-x/credits'],"['Deduction', 'Spies/Secret Agents']",[],[]
2,['https://boardgamegeek.com/boardgame/1695/legend-robin-hood/credits'],"['Economic', 'Medieval', 'Wargame']","['Area Movement', 'Dice Rolling']",['Folk Tales & Fairy Tales: Robin Hood']
3,['https://boardgamegeek.com/boardgame/2780/tarock/credits'],['Card Game'],"['Hand Management', 'Trick-taking']",['Components: Tarot Cards']
4,['https://boardgamegeek.com/boardgame/162152/ciub/credits'],['Dice'],"['Dice Rolling', 'Set Collection']",['Admin: Better Description Needed!']
5,['https://boardgamegeek.com/boardgame/1145/city-chaos/credits'],"['City Building', 'Deduction', 'Exploration', 'Fantasy', 'Fighting', 'Murder/Mystery']","['Modular Board', 'Role Playing', 'Storytelling', 'Tile Placement', 'Variable Player Powers']","['Animals: Rats', 'Components: Miniatures', 'Creatures: Monsters', 'Creatures: Vampires']"
6,['https://boardgamegeek.com/boardgame/3339/diceland-deep-white-sea/credits'],"['Action / Dexterity', 'Collectible Components', 'Dice', 'Fantasy', 'Fighting', 'Science Fiction']","['Dice Rolling', 'Variable Player Powers']",['Game: Diceland']
7,['https://boardgamegeek.com/boardgame/33088/chabyrinthe/credits'],"['Animals', 'Card Game', 'Maze']","['Card Drafting', 'Connections', 'Modular Board', 'Pick-up and Deliver']",['Animals: Cats']
8,['https://boardgamegeek.com/boardgame/841/razzia/credits'],"['Bluffing', 'Card Game', 'Economic', 'Mafia', 'Negotiation']","['Auction/Bidding', 'Simultaneous Action Selection']",[]
9,['https://boardgamegeek.com/boardgame/42396/eagle-and-star/credits'],"['Bluffing', 'Wargame']","['Campaign / Battle Card Driven', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Simulation']","['Components: Block wargames', 'Country: Poland', 'History: Russian Civil War', 'Interwar']"
