,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/149620/decision-elst-advanced-squad-leader-starter-kit-hi/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],"['Game: Advanced Squad Leader', 'Game: Advanced Squad Leader Starter Kit']"
1,['https://boardgamegeek.com/boardgame/140795/say-bye-villains/credits'],['Card Game'],"['Cooperative Game', 'Hand Management']","['Country: Japan', 'Series: Big in Japan (AEG)', 'Series: Pocket Game (AEG)', 'Theme: Ninjas']"
2,['https://boardgamegeek.com/boardgame/34/arkham-horror/credits'],"['Adventure', 'Horror', 'Novel-based']","['Cooperative Game', 'Role Playing', 'Variable Player Powers']",['Theme: Cthulhu Mythos']
3,['https://boardgamegeek.com/boardgame/4921/3rd-fleet-modern-naval-combat-north-pacific-caribb/credits'],"['Modern Warfare', 'Nautical', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",['Series: Fleet (Victory Games)']
4,['https://boardgamegeek.com/boardgame/9735/duell/credits'],"['Card Game', 'Fighting', 'Sports']","['Hand Management', 'Point to Point Movement', 'Simulation']","['Players: Two Player Only Games', 'Series: Fun For 2 (Ravensburger)', 'Sports: Combat Sports / Martial Arts']"
5,['https://boardgamegeek.com/boardgame/748/trax/credits'],['Abstract Strategy'],"['Network and Route Building', 'Pattern Building', 'Tile Placement']","['Mechanic: Combinatorial', 'Players: Two Player Only Games']"
6,['https://boardgamegeek.com/boardgame/285905/marvel-crisis-protocol/credits'],"['Comic Book / Strip', 'Fighting', 'Miniatures', 'Wargame']","['Dice Rolling', 'Measurement Movement', 'Variable Player Powers']","['Comic Books: Marvel Universe', 'Marvel: Crisis Protocol', 'Theme: Superheroes']"
7,['https://boardgamegeek.com/boardgame/118385/pocket-battles-macedonians-vs-persians/credits'],"['Ancient', 'Wargame']","['Area Movement', 'Dice Rolling', 'Square Grid']","['Country: Greece', 'History: Wars of Alexander the Great', 'Players: Two Player Only Games', 'Pocket Battles']"
8,['https://boardgamegeek.com/boardgame/436/canyon/credits'],"['Card Game', 'Racing']","['Betting and Bluffing', 'Grid Movement', 'Trick-taking']",[]
9,['https://boardgamegeek.com/boardgame/137651/whats-he-building-there/credits'],"['Economic', 'Industry / Manufacturing']","['Card Drafting', 'Hand Management', 'Worker Placement']",['Crowdfunding: Kickstarter']
10,['https://boardgamegeek.com/boardgame/8273/alexandros/credits'],"['Abstract Strategy', 'Ancient', 'Territory Building']","['Enclosure', 'Hand Management', 'Point to Point Movement']",['Country: Greece']
11,['https://boardgamegeek.com/boardgame/132148/napoleon-against-europe/credits'],"['Napoleonic', 'Wargame']","['Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling']",['Continents: Europe']
12,['https://boardgamegeek.com/boardgame/222145/lucidity-six-sided-nightmares/credits'],"['Dice', 'Horror']","['Dice Rolling', 'Push Your Luck', 'Set Collection']",['Crowdfunding: Kickstarter']
13,['https://boardgamegeek.com/boardgame/1339/dungeon/credits'],"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Dice Rolling', 'Role Playing', 'Variable Player Powers']","['Creatures: Dragons', 'Creatures: Goblins', 'Creatures: Monsters', 'Creatures: Vampires', 'Dungeon Crawler', 'Dungeons & Dragons']"
14,['https://boardgamegeek.com/boardgame/118023/keltis-das-wurfelspiel/credits'],['Dice'],"['Dice Rolling', 'Set Collection']",['Game: Lost Cities']
15,['https://boardgamegeek.com/boardgame/132019/blood-roses/credits'],"['Medieval', 'Wargame']",['Hexagon Grid'],"['Country: England', 'History: Wars of the Roses', 'Series: Men of Iron (GMT)']"
16,['https://boardgamegeek.com/boardgame/247724/smash-oops-you-did-it-again/credits'],['Card Game'],"['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']","['Smash Up', 'Theme: Samurai', 'Theme: Vikings']"
17,['https://boardgamegeek.com/boardgame/279306/1987-channel-tunnel/credits'],['Transportation'],['Worker Placement'],"[""Decades: The 1980's"", 'Players: Two Player Only Games', 'Series: 19xx (Looping Games)']"
