,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/31968/abalone-quattro/credits'],['Abstract Strategy'],['Grid Movement'],"['Components: Marbles', 'Game: Abalone']"
1,['https://boardgamegeek.com/boardgame/272599/deadly-doodles/credits'],[],['Paper-and-Pencil'],['Mechanic: Roll-and-write']
2,['https://boardgamegeek.com/boardgame/228412/dark-venture/credits'],"['Adventure', 'Card Game', 'Print & Play', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Solo / Solitaire Game']","['Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules']"
3,['https://boardgamegeek.com/boardgame/198630/hold-line-american-revolution/credits'],"['American Revolutionary War', 'Wargame']","['Action Points', 'Hexagon Grid', 'Modular Board']","['Components: Miniatures', 'Crowdfunding: Kickstarter', 'Series: Hold the Line (Worthington)']"
4,['https://boardgamegeek.com/boardgame/251433/yokai-septet/credits'],"['Card Game', 'Fantasy', 'Mythology']","['Team-Based Game', 'Trick-taking']",['Crowdfunding: Kickstarter']
5,['https://boardgamegeek.com/boardgame/192858/mrs-thatchers-war-falklands-1982/credits'],"['Modern Warfare', 'Nautical', 'Political', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Chit-Pull System', 'Dice Rolling', 'Secret Unit Deployment', 'Simulation']","['History: Falklands War', 'Islands: Falklands (UK)', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Wargames', 'Players: Wargames with Solitaire Rules', 'Series: Solitaire (White Dog Games)']"
6,['https://boardgamegeek.com/boardgame/177877/sixes/credits'],"['Card Game', 'Party Game', 'Trivia', 'Word Game']","['Memory', 'Voting']","['Crowdfunding: Kickstarter', 'Series: The E•G•G']"
7,['https://boardgamegeek.com/boardgame/180256/its-mine/credits'],"['Card Game', 'City Building', 'Mafia']","['Area Majority / Influence', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Player Powers']",['Crowdfunding: Verkami']
8,['https://boardgamegeek.com/boardgame/35801/lungarno/credits'],"['City Building', 'Economic', 'Renaissance']",['Tile Placement'],[]
9,['https://boardgamegeek.com/boardgame/244452/wisdom-solomon/credits'],"['Ancient', 'Religious', 'Territory Building']","['Network and Route Building', 'Worker Placement']","['Country: Israel', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Religious: The Bible']"
10,['https://boardgamegeek.com/boardgame/3466/warpwar/credits'],"['Science Fiction', 'Wargame']","['Hexagon Grid', 'Rock-Paper-Scissors', 'Simultaneous Action Selection']",['Series: Microgames (Metagaming)']
11,['https://boardgamegeek.com/boardgame/68250/objective-kiev/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],"['Cities: Kiev (Ukraine)', 'Magazine: C3i', 'Series: Campaigns in Russia (Frank Chadwick)']"
12,['https://boardgamegeek.com/boardgame/1014/fief-2/credits'],"['City Building', 'Economic', 'Medieval', 'Negotiation', 'Political']","['Area Movement', 'Voting']",[]
13,['https://boardgamegeek.com/boardgame/139629/mythe/credits'],"['Bluffing', 'Card Game', ""Children's Game"", 'Fantasy']","['Hand Management', 'Push Your Luck']","['Animals: Mice', 'Creatures: Dragons']"
14,['https://boardgamegeek.com/boardgame/187777/endure-stars/credits'],"['Miniatures', 'Science Fiction']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",['Crowdfunding: Kickstarter']
15,['https://boardgamegeek.com/boardgame/303/koalition/credits'],"['Card Game', 'Negotiation', 'Political']",[],[]
16,['https://boardgamegeek.com/boardgame/200359/shadowscape/credits'],"['Adventure', 'Fantasy']","['Cooperative Game', 'Hand Management', 'Modular Board', 'Variable Player Powers']",['Mistfall']
17,['https://boardgamegeek.com/boardgame/2494/hispania/credits'],"['Ancient', 'Civilization', 'Medieval', 'Wargame']","['Area Movement', 'Simulation', 'Variable Player Powers']","['Country: Spain', 'Series: Britannia Game System']"
18,['https://boardgamegeek.com/boardgame/836/new-england-railways/credits'],"['Economic', 'Trains']","['Auction/Bidding', 'Pick-up and Deliver']","['Country: USA', 'Early Railways (Winsome Games)']"
19,['https://boardgamegeek.com/boardgame/189829/zombie-tower-3d/credits'],"['Negotiation', 'Zombies']","['Action Points', 'Cooperative Game']",['Creatures: Zombies']
20,['https://boardgamegeek.com/boardgame/14940/figure-it/credits'],['Deduction'],[],[]
21,['https://boardgamegeek.com/boardgame/2443/motorchamp/credits'],"['Racing', 'Sports']",['Roll / Spin and Move'],['Sports: Auto Racing']
22,['https://boardgamegeek.com/boardgame/99132/2019-arctic/credits'],"['Economic', 'Exploration', 'Fighting', 'Industry / Manufacturing', 'Negotiation', 'Science Fiction']","['Area Majority / Influence', 'Enclosure', 'Set Collection', 'Simulation', 'Variable Phase Order', 'Worker Placement']","['Country: Canada', 'Country: Norway', 'Country: Russia', 'Country: USA', 'Region: Arctic']"
23,['https://boardgamegeek.com/boardgame/16444/battle-bulge/credits'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid']",['History: World War II (Battle of the Bulge)']
24,['https://boardgamegeek.com/boardgame/24085/eve-second-genesis/credits'],"['Card Game', 'Collectible Components', 'Science Fiction', 'Video Game Theme']",['Hand Management'],['CCGs (Collectible Card Games)']
25,['https://boardgamegeek.com/boardgame/23757/nhl-ice-breaker-card-hockey-board-game/credits'],"['Card Game', 'Sports']","['Hand Management', 'Simulation', 'Simultaneous Action Selection']","['Provinces: Quebec', 'Sports Teams: National Hockey League (NHL)', 'Sports: Ice Hockey']"
26,['https://boardgamegeek.com/boardgame/6551/crimson-skies/credits'],"['Aviation / Flight', 'Fighting', 'Miniatures', 'Spies/Secret Agents']","['Action Points', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']","['Collectible Miniatures Games', 'Components: Clix']"
27,['https://boardgamegeek.com/boardgame/29952/quinamid/credits'],"['Abstract Strategy', 'Memory']","['Memory', 'Pattern Building']","['Components: 3-Dimensional (3D)', 'n in a row']"
28,['https://boardgamegeek.com/boardgame/20044/lord-rings-mines-moria/credits'],"['Fantasy', 'Fighting', 'Maze', 'Miniatures', 'Movies / TV / Radio theme', 'Novel-based', 'Wargame']",['Dice Rolling'],['Authors: J.R.R. Tolkien']
29,['https://boardgamegeek.com/boardgame/27938/tortuga/credits'],"['Abstract Strategy', 'Animals']","['Grid Movement', 'Hexagon Grid']","['Animals: Turtles', 'Containers: Tubes', 'Mechanic: Combinatorial']"
30,['https://boardgamegeek.com/boardgame/256728/raiatea/credits'],"['Ancient', 'Economic', 'Religious']","['Auction/Bidding', 'Set Collection', 'Variable Phase Order']","['Islands: Polynesia (France)', 'Series: Master Print Edition (Quined)', 'Theme: Tropical Islands']"
31,['https://boardgamegeek.com/boardgame/1508/broadside/credits'],"['Miniatures', 'Nautical', 'Wargame']",[],['Series: American Heritage (Milton Bradley)']
32,['https://boardgamegeek.com/boardgame/1997/zargos-lords-magic-duels-world-power/credits'],"['Fantasy', 'Wargame']",['Hexagon Grid'],[]
33,['https://boardgamegeek.com/boardgame/235944/schummel-hummel/credits'],['Card Game'],[],"['Animals: Bees', 'Animals: Spiders', 'Series: Ugly Animals (Drei Magier)']"
34,['https://boardgamegeek.com/boardgame/158882/elevenses-one/credits'],"['Card Game', 'Print & Play', 'Puzzle']","['Hand Management', 'Solo / Solitaire Game']","['Contests: Solitaire Print & Play', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Games', 'Series: The E•G•G', 'Series: The Juan Line (Grail Game)', 'Theme: Tea']"
35,['https://boardgamegeek.com/boardgame/201046/dice-crowns/credits'],['Dice'],"['Dice Rolling', 'Push Your Luck', 'Take That']","['Containers: Mint Tins', 'Crowdfunding: Kickstarter']"
36,['https://boardgamegeek.com/boardgame/167650/last-battle-ie-shima-1945/credits'],"['Wargame', 'World War II']",['Area-Impulse'],[]
37,['https://boardgamegeek.com/boardgame/149130/monster-fluxx/credits'],['Card Game'],"['Hand Management', 'Set Collection']",['Game: Fluxx']
38,['https://boardgamegeek.com/boardgame/142364/palmyra/credits'],"['Ancient', 'Territory Building']","['Grid Movement', 'Hand Management', 'Tile Placement']",['Ancient: Mesopotamia']
39,['https://boardgamegeek.com/boardgame/7975/triumph-glory-battles-napoleonic-wars-1796-1809/credits'],"['Napoleonic', 'Wargame']",['Hexagon Grid'],['Series: Triumph & Glory']
40,['https://boardgamegeek.com/boardgame/302193/wonder-woman-challenge-amazons/credits'],"['Card Game', 'Comic Book / Strip', 'Fantasy', 'Miniatures']","['Cooperative Game', 'Variable Player Powers']","['Admin: Better Description Needed!', 'Comic Books: DC Universe', 'Components: Miniatures', 'Theme: Superheroes']"
41,['https://boardgamegeek.com/boardgame/5060/caesar-alexandria/credits'],"['Ancient', 'Nautical', 'Wargame']",['Hexagon Grid'],"['Ancient: Rome', 'History: Roman Civil Wars', 'Series: Great Battles of History (GMT Games)']"
42,['https://boardgamegeek.com/boardgame/6554/lawless/credits'],"['American West', 'Card Game', 'Humor']","['Action Points', 'Card Drafting', 'Set Collection']",['Series: Blue Games (Descartes)']
43,['https://boardgamegeek.com/boardgame/18824/wwe-raw-deal/credits'],"['Card Game', 'Collectible Components', 'Fighting']",['Hand Management'],"['CCGs (Collectible Card Games)', 'Sports: Wrestling']"
44,['https://boardgamegeek.com/boardgame/8285/boots-saddles-assault-series-module/credits'],"['Modern Warfare', 'Wargame']",['Hexagon Grid'],['Series: Assault (GDW)']
45,['https://boardgamegeek.com/boardgame/5482/devils-den/credits'],"['American Civil War', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",[]
46,['https://boardgamegeek.com/boardgame/25242/relikt/credits'],"['Card Game', 'Exploration']",['Hand Management'],[]
47,['https://boardgamegeek.com/boardgame/193327/golden-sails/credits'],"['Card Game', 'Fantasy', 'Nautical']","['Card Drafting', 'Memory', 'Set Collection']","['Admin: Better Description Needed!', 'Crowdfunding: Kickstarter']"
48,['https://boardgamegeek.com/boardgame/5826/victory-west-plan-yellow-french-campaign-1940/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],"['Country: Belgium', 'Country: France']"
49,['https://boardgamegeek.com/boardgame/27823/battue-storm-horse-lords/credits'],"['Fantasy', 'Wargame']",['Dice Rolling'],"['Components: Miniatures', 'Components: Polyominoes']"
50,['https://boardgamegeek.com/boardgame/19665/tara-irelands-royal-board-game/credits'],"['Abstract Strategy', 'Ancient', 'Game System', 'Medieval', 'Territory Building']","['Pattern Building', 'Pattern Recognition', 'Tile Placement']",['Country: Ireland']
51,['https://boardgamegeek.com/boardgame/189664/hunted-twilight-u-boats-1943-45/credits'],"['Nautical', 'Wargame', 'World War II']","['Dice Rolling', 'Push Your Luck', 'Simulation']","['Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Theme: Submarines']"
52,['https://boardgamegeek.com/boardgame/3053/bonaparte-italy/credits'],"['Napoleonic', 'Wargame']","['Hexagon Grid', 'Simulation']","['Cities: Mantua (Lombardy, Italy)', 'Cities: Verona (Veneto, Italy)', 'Country: Italy', 'History: French Revolutionary Wars', 'Series: Campaigns of Napoleon System: 1x']"
53,['https://boardgamegeek.com/boardgame/137933/dicht-dran/credits'],"['Card Game', 'Number']","['Hand Management', 'Simultaneous Action Selection']",[]
54,['https://boardgamegeek.com/boardgame/254894/catalyst/credits'],['Card Game'],"['Card Drafting', 'Set Collection']",['Theme: Post-Apocalyptic']
55,['https://boardgamegeek.com/boardgame/154560/adventure-time-card-wars-bmo-vs-lady-rainicorn/credits'],"['Card Game', 'Humor', 'Movies / TV / Radio theme']",['Hand Management'],['TV Series: Adventure Time']
56,['https://boardgamegeek.com/boardgame/497/vampire/credits'],['Card Game'],"['Hand Management', 'Set Collection']","['Creatures: Vampires', 'Goldsieber à la Carte']"
57,['https://boardgamegeek.com/boardgame/51195/adaptoid/credits'],['Abstract Strategy'],"['Enclosure', 'Grid Movement']",['Mechanic: Combinatorial']
58,['https://boardgamegeek.com/boardgame/3248/citadel-blood/credits'],"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Maze']","['Cooperative Game', 'Modular Board', 'Role Playing', 'Tile Placement', 'Variable Player Powers']","['Creatures: Monsters', 'Creatures: Vampires', 'Dungeon Crawler', 'Magazine: Ares']"
