,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/6887/hearts/credits'],"['Card Game', 'Movies / TV / Radio theme']",['Trick-taking'],"['Brands: Disney', 'Card Games: Outplay', 'Cartoons: Hanna-Barbera', 'Comic Books: DC Universe', 'Components: Traditional Playing Cards', 'Games for Dummies', 'Series: Tiledeck', 'Theme: Cereal Games', 'Theme: Superheroes', 'Traditional Card Games: Hearts', 'TV Series: Scooby-Doo']"
1,['https://boardgamegeek.com/boardgame/634/river-dragons/credits'],['Abstract Strategy'],"['Action Queue', 'Point to Point Movement', 'Simultaneous Action Selection']","['Continents: Asia', 'Country: Vietnam', 'Kajko i Kokosz']"
2,['https://boardgamegeek.com/boardgame/266083/llm/credits'],['Card Game'],"['Hand Management', 'Matching']",['Animals: Llamas']
3,['https://boardgamegeek.com/boardgame/272427/terramara/credits'],['Ancient'],"['Modular Board', 'Variable Player Powers', 'Worker Placement']","['Country: Italy', 'Series: Master Print Edition (Quined)']"
4,['https://boardgamegeek.com/boardgame/67877/anomia/credits'],"['Party Game', 'Real-time', 'Trivia', 'Word Game']","['Pattern Recognition', 'Speed Matching']",['Mensa Select']
5,['https://boardgamegeek.com/boardgame/216094/unlock-island-doctor-goorse/credits'],"['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Cooperative Game', 'Storytelling']","['Components: Digital Hybrid - App Required', 'Escape Room Games', 'Series: Unlock!']"
6,['https://boardgamegeek.com/boardgame/1155/capitol/credits'],"['Ancient', 'City Building']","['Area Majority / Influence', 'Auction/Bidding']","['Admin: Better Description Needed!', 'Ancient: Rome']"
7,['https://boardgamegeek.com/boardgame/6819/skat/credits'],['Card Game'],"['Auction/Bidding', 'Team-Based Game', 'Trick-taking']","['Card Games: Outplay', 'Cities: Bern (Switzerland)', 'Components: Traditional Playing Cards', 'Promotional: Promo Board Games']"
8,['https://boardgamegeek.com/boardgame/73070/olympus/credits'],"['Ancient', 'City Building', 'Civilization', 'Mythology']","['Take That', 'Variable Phase Order', 'Worker Placement']",['Country: Greece']
9,['https://boardgamegeek.com/boardgame/205494/machi-koro-bright-lights-big-city/credits'],"['Card Game', 'City Building', 'Dice']","['Card Drafting', 'Dice Rolling']",['Machi Koro']
10,['https://boardgamegeek.com/boardgame/216428/seikatsu/credits'],"['Abstract Strategy', 'Animals', 'Puzzle']","['Hand Management', 'Pattern Building', 'Set Collection', 'Tile Placement']","['Animals: Birds', 'Continents: Asia', 'Country: Japan', 'Theme: Flowers']"
11,['https://boardgamegeek.com/boardgame/17240/s-life/credits'],['Humor'],"['Dice Rolling', 'Map Reduction', 'Modular Board', 'Roll / Spin and Move']",['Game: Verflixxt!']
12,['https://boardgamegeek.com/boardgame/175549/salem-1692/credits'],"['Bluffing', 'Card Game', 'Deduction', 'Print & Play']","['Hand Management', 'Player Elimination', 'Traitor Game', 'Voting']","['Crowdfunding: Kickstarter', 'Game: Werewolf / Mafia', 'Series: Dark Cities (Facade Games)', 'States: Massachusetts', 'Theme: Witches']"
