,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/160606/day-days-invasion-normandy-1944/credits'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Country: France', 'Region: Normandy (France)', 'Series: Standard Combat (MMP)']"
1,['https://boardgamegeek.com/boardgame/4928/clue-50th-anniversary-edition/credits'],"['Deduction', 'Murder/Mystery']",['Roll / Spin and Move'],"['Admin: Better Description Needed!', 'Game: Cluedo / Clue (Parker Brothers, et al)']"
2,['https://boardgamegeek.com/boardgame/210008/rails/credits'],"['Fantasy', 'Maze', 'Puzzle', 'Racing', 'Transportation']","['Action Points', 'Grid Movement', 'Pick-up and Deliver', 'Push Your Luck', 'Set Collection', 'Tile Placement']",['Crowdfunding: Kickstarter']
3,['https://boardgamegeek.com/boardgame/237860/shores-tripoli/credits'],"['Arabian', 'Educational', 'Napoleonic', 'Nautical', 'Pirates', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Solo / Solitaire Game', 'Variable Player Powers']","['Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Region: North Africa']"
4,['https://boardgamegeek.com/boardgame/174926/wizards-wild-deluxe-edition/credits'],"['Card Game', 'Dice', 'Fantasy']","['Card Drafting', 'Dice Rolling']",['Crowdfunding: Kickstarter']
5,['https://boardgamegeek.com/boardgame/87200/dragon-valley/credits'],"['City Building', 'Exploration', 'Fantasy', 'Fighting']","['Area Movement', 'Tile Placement']","['Creatures: Dragons', 'Crowdfunding: Kickstarter', 'Tower Defense']"
6,['https://boardgamegeek.com/boardgame/1713/maharaja/credits'],"['Ancient', 'Wargame']","['Area Movement', 'Variable Player Powers']","['Continents: Asia', 'Country: India', 'Series: Britannia Game System']"
7,['https://boardgamegeek.com/boardgame/5476/gleam-bayonets-battle-antietam/credits'],"['American Civil War', 'Wargame']","['Hexagon Grid', 'Simulation']",['Series: Great Battles of the American Civil War (Richard H. Berg)']
8,['https://boardgamegeek.com/boardgame/283797/exit-game-stormy-flight/credits'],"['Deduction', 'Puzzle']",['Cooperative Game'],"['Escape Room Games', 'Series: EXIT The Game']"
9,['https://boardgamegeek.com/boardgame/227995/raiders-deep-u-boats-great-war-1914-18/credits'],"['Nautical', 'Wargame', 'World War I']","['Dice Rolling', 'Simulation']","['Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Theme: Submarines']"
10,['https://boardgamegeek.com/boardgame/5941/mermaid-rain/credits'],['Exploration'],"['Hand Management', 'Set Collection', 'Tile Placement']",['Admin: Better Description Needed!']
11,['https://boardgamegeek.com/boardgame/153498/kamisado-max/credits'],['Abstract Strategy'],['Grid Movement'],['Mechanic: Combinatorial']
12,['https://boardgamegeek.com/boardgame/1711/richthofens-war/credits'],"['Aviation / Flight', 'Wargame', 'World War I']","['Hexagon Grid', 'Simultaneous Action Selection', 'Variable Player Powers']",[]
13,['https://boardgamegeek.com/boardgame/10523/victory-honor/credits'],"['American Civil War', 'Card Game']","['Hand Management', 'Trick-taking']",['Admin: Better Description Needed!']
14,['https://boardgamegeek.com/boardgame/194392/moscow-41/credits'],"['Wargame', 'World War II']","['Area-Impulse', 'Dice Rolling']","['Components: Block wargames', 'Crowdfunding: Kickstarter']"
15,['https://boardgamegeek.com/boardgame/240957/judge-dredd-cursed-earth/credits'],"['Card Game', 'Comic Book / Strip']",['Cooperative Game'],"['Comic Books: Judge Dredd', 'Players: Games with Solitaire Rules']"
16,['https://boardgamegeek.com/boardgame/68199/catchup/credits'],"['Abstract Strategy', 'Print & Play']","['Area Majority / Influence', 'Hexagon Grid', 'Tile Placement']","['Mechanic: Combinatorial', 'Players: Two Player Only Games']"
17,['https://boardgamegeek.com/boardgame/42105/mixmo/credits'],"['Party Game', 'Word Game']",['Tile Placement'],['Word Games: Spelling / Letters']
18,['https://boardgamegeek.com/boardgame/192827/rum/credits'],"['Card Game', 'Pirates']","['Area Majority / Influence', 'Hand Management', 'Push Your Luck', 'Set Collection', 'Take That']","['Crowdfunding: Kickstarter', 'Pack O Game', 'Traditional Card Games: Rummy']"
19,['https://boardgamegeek.com/boardgame/298065/santa-monica/credits'],"['City Building', 'Travel']","['Card Drafting', 'Set Collection']",['States: California']
20,['https://boardgamegeek.com/boardgame/86415/cornerstone-essential/credits'],"['Abstract Strategy', 'Action / Dexterity']","['Dice Rolling', 'Network and Route Building', 'Team-Based Game']",['Components: 3-Dimensional (3D)']
21,['https://boardgamegeek.com/boardgame/176963/dadaocheng/credits'],"['Dice', 'Economic', 'Puzzle']","['Dice Rolling', 'Pattern Building', 'Pattern Recognition']","['Admin: Better Description Needed!', 'Crowdfunding: Zeczec']"
22,['https://boardgamegeek.com/boardgame/169366/waterloo-200/credits'],"['Napoleonic', 'Wargame']","['Area Movement', 'Area-Impulse', 'Memory']",['Components: Block wargames']
23,['https://boardgamegeek.com/boardgame/840/corsairs/credits'],"['Card Game', 'Fighting', 'Nautical', 'Pirates']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Modular Board']",[]
24,['https://boardgamegeek.com/boardgame/6495/iron-tide-panzers-ardennes/credits'],"['Wargame', 'World War II']","['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid', 'Simulation']",['History: World War II (Battle of the Bulge)']
25,['https://boardgamegeek.com/boardgame/202443/barkers-row/credits'],['Card Game'],"['Card Drafting', 'Hand Management', 'Trick-taking']",['Crowdfunding: Kickstarter']
26,['https://boardgamegeek.com/boardgame/207919/hounded/credits'],"['Abstract Strategy', 'Animals']","['Modular Board', 'Point to Point Movement', 'Variable Player Powers']","['Animals: Dogs', 'Animals: Foxes', 'Sports: Hunting']"
27,['https://boardgamegeek.com/boardgame/33911/bacchus-banquet/credits'],"['Ancient', 'Bluffing', 'Card Game', 'Political']",['Variable Player Powers'],['Ancient: Rome']
28,['https://boardgamegeek.com/boardgame/135508/mushroom-eaters/credits'],"['Adventure', 'Ancient', 'Exploration']","['Hand Management', 'Point to Point Movement']",['Theme: Mushrooms']
29,['https://boardgamegeek.com/boardgame/7634/western-desert/credits'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Country: Egypt', 'Country: Libya', 'History: World War II (Africa)', 'Region: North Africa', 'Series: Europa']"
30,['https://boardgamegeek.com/boardgame/236370/blood-red-skies/credits'],"['Aviation / Flight', 'Miniatures', 'Wargame', 'World War II']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Simulation', 'Variable Player Powers']",['Game: Blood Red Skies']
31,['https://boardgamegeek.com/boardgame/188343/brides-bribes/credits'],"['Medieval', 'Renaissance']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Deck, Bag, and Pool Building', 'Hand Management', 'Secret Unit Deployment', 'Tile Placement']","['Cities: Genoa (Liguria, Italy)', 'Crowdfunding: Kickstarter']"
32,['https://boardgamegeek.com/boardgame/18115/four-lost-battles/credits'],"['Napoleonic', 'Wargame']","['Campaign / Battle Card Driven', 'Hexagon Grid', 'Simulation']",['Series: The Library of Napoleonic Battles (OSG)']
33,['https://boardgamegeek.com/boardgame/7719/arena-maximus/credits'],"['Fantasy', 'Racing']",['Hand Management'],"['Ancient: Rome', 'Series: Fantasy Flight Silver Line', 'Theme: Fantasy Sports']"
34,['https://boardgamegeek.com/boardgame/183150/morocco/credits'],"['Arabian', 'Territory Building']","['Area Majority / Influence', 'Tile Placement']",['Crowdfunding: Kickstarter']
35,['https://boardgamegeek.com/boardgame/60815/black-powder-second-edition/credits'],"['Age of Reason', 'American Civil War', 'American Revolutionary War', 'Book', 'Miniatures', 'Napoleonic', 'Post-Napoleonic', 'Wargame']",['Dice Rolling'],"['History: Anglo-Zulu War', 'History: Crimean War', 'History: Franco-Prussian War', 'History: French and Indian War']"
36,['https://boardgamegeek.com/boardgame/7755/victory-normandy/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],"['Country: France', 'Region: Normandy (France)']"
