,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/192343/bubblee-pop/credits'],[],['Pattern Building'],[]
1,['https://boardgamegeek.com/boardgame/91773/resident-evil-deck-building-game-alliance/credits'],"['Card Game', 'Exploration', 'Fantasy', 'Horror', 'Video Game Theme', 'Zombies']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']","['Creatures: Zombies', 'Video Game Theme: Resident Evil']"
2,['https://boardgamegeek.com/boardgame/176361/one-night-revolution/credits'],"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game', 'Science Fiction', 'Spies/Secret Agents']","['Role Playing', 'Team-Based Game', 'Variable Player Powers', 'Voting']","['Crowdfunding: Kickstarter', 'Game: Werewolf / Mafia', 'One Night', 'Series: Dystopian Universe (Indie Boards & Cards)']"
3,['https://boardgamegeek.com/boardgame/72667/mijnlieff/credits'],['Abstract Strategy'],"['Modular Board', 'Pattern Building']","['Mechanic: Combinatorial', 'n in a row']"
4,['https://boardgamegeek.com/boardgame/165876/spike/credits'],['Trains'],"['Network and Route Building', 'Pick-up and Deliver']",['Country: USA']
5,['https://boardgamegeek.com/boardgame/183578/wing-leader-supremacy-1943-1945/credits'],"['Aviation / Flight', 'Wargame', 'World War II']","['Dice Rolling', 'Simulation', 'Square Grid']",['Game: Wing Leader (GMT)']
6,['https://boardgamegeek.com/boardgame/17851/pizza-box-football/credits'],"['Bluffing', 'Dice', 'Sports']","['Dice Rolling', 'Rock-Paper-Scissors', 'Simulation', 'Simultaneous Action Selection']","['Containers: Pizza Boxes', 'Pizza Box Sports', 'Players: Games with Solitaire Rules', 'Sports: American Football / Gridiron']"
7,['https://boardgamegeek.com/boardgame/13123/500/credits'],['Card Game'],"['Team-Based Game', 'Trick-taking']","['Card Games: Outplay', 'Components: Traditional Playing Cards']"
8,['https://boardgamegeek.com/boardgame/92643/artus/credits'],['Medieval'],['Hand Management'],"['Series: Alea Medium Box', 'Theme: King Arthur / The Knights of the Round Table / Camelot']"
9,['https://boardgamegeek.com/boardgame/23890/der-schwarze-pirat/credits'],"['Action / Dexterity', ""Children's Game"", 'Nautical', 'Pirates']","['Dice Rolling', 'Point to Point Movement']",['Admin: Better Description Needed!']
10,['https://boardgamegeek.com/boardgame/25114/die-saulen-von-venedig/credits'],['City Building'],"['Hand Management', 'Simultaneous Action Selection']","['Cities: Venice (Veneto, Italy)']"
11,['https://boardgamegeek.com/boardgame/172225/exploding-kittens/credits'],"['Animals', 'Card Game', 'Comic Book / Strip', 'Humor']","['Hand Management', 'Hot Potato', 'Player Elimination', 'Push Your Luck', 'Set Collection', 'Take That']","['Animals: Cats', 'Card Games: Matching', 'Crowdfunding: Kickstarter']"
12,['https://boardgamegeek.com/boardgame/4854/7th-fleet-modern-naval-combat-far-east/credits'],"['Modern Warfare', 'Nautical', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",['Series: Fleet (Victory Games)']
13,['https://boardgamegeek.com/boardgame/168839/die-kutschfahrt-zur-teufelsburg/credits'],"['Bluffing', 'Card Game', 'Deduction']",['Hand Management'],[]
14,['https://boardgamegeek.com/boardgame/106999/coney-island/credits'],['Economic'],"['Enclosure', 'Tile Placement']",[]
15,['https://boardgamegeek.com/boardgame/266460/yinzi-shining-ming-dynasty/credits'],"['Economic', 'Farming', 'Industry / Manufacturing', 'Transportation']","['Hand Management', 'Pick-up and Deliver', 'Worker Placement']","['Country: China', 'History: Ming Dynasty', 'Rivers: Yangtze']"
16,['https://boardgamegeek.com/boardgame/173275/ghostbusters-board-game/credits'],"['Fantasy', 'Movies / TV / Radio theme']","['Cooperative Game', 'Dice Rolling', 'Grid Movement']","['Admin: Better Description Needed!', 'Creatures: Ghosts', 'Crowdfunding: Kickstarter', 'Movies: Ghostbusters']"
17,['https://boardgamegeek.com/boardgame/755/thunder-cassino/credits'],"['Wargame', 'World War II']","['Area-Impulse', 'Dice Rolling']",['Series: Area-impulse (Avalon Hill)']
18,['https://boardgamegeek.com/boardgame/274428/gaslands-refuelled/credits'],"['Book', 'Miniatures', 'Racing', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Push Your Luck', 'Variable Player Powers']",['Theme: Post-Apocalyptic']
19,['https://boardgamegeek.com/boardgame/255683/roll-adventure/credits'],"['Dice', 'Fantasy']","['Cooperative Game', 'Dice Rolling']",['Admin: Better Description Needed!']
20,['https://boardgamegeek.com/boardgame/203204/magic-gathering-arena-planeswalkers-shadows-over-i/credits'],"['Fantasy', 'Miniatures', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Team-Based Game']","['Components: Miniatures', 'Game: Magic The Gathering', 'Magic: The Gathering – Arena of the Planeswalkers']"
21,['https://boardgamegeek.com/boardgame/144325/munchkin-legends/credits'],"['Ancient', 'Card Game', 'Fantasy', 'Humor', 'Mythology']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']",['Game: Munchkin']
22,['https://boardgamegeek.com/boardgame/150484/secrets-lost-tomb/credits'],"['Adventure', 'Exploration', 'Horror']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Tile Placement', 'Variable Player Powers']","['Crowdfunding: Kickstarter', 'Dungeon Crawler', 'Game: Secrets of the Lost Tomb', 'Theme: Cthulhu Mythos']"
23,['https://boardgamegeek.com/boardgame/193483/dwar7s-fall/credits'],"['Fantasy', 'Territory Building']","['Hand Management', 'Set Collection', 'Take That', 'Tile Placement', 'Worker Placement']","['Game: Dwar7s Fall', 'Series: Dwar7s']"
24,['https://boardgamegeek.com/boardgame/163163/grand-prix/credits'],['Racing'],['Hand Management'],"['Admin: Better Description Needed!', 'Sports: Auto Racing']"
25,['https://boardgamegeek.com/boardgame/3413/saratoga/credits'],"['Age of Reason', 'American Revolutionary War', 'Wargame']",['Hexagon Grid'],"['Country: USA', 'Series: Battles of the American Revolution (GMT)']"
26,['https://boardgamegeek.com/boardgame/26235/pick-pack/credits'],['Abstract Strategy'],"['Action Queue', 'Grid Movement']",['Maxit']
27,['https://boardgamegeek.com/boardgame/64956/10-days-americas/credits'],"['Educational', 'Travel']","['Hand Management', 'Network and Route Building', 'Tile Placement']","['Mensa Select', 'Series: 10 Days in ...']"
28,['https://boardgamegeek.com/boardgame/27165/age-discovery/credits'],"['Card Game', 'Economic', 'Exploration', 'Nautical', 'Renaissance']","['Card Drafting', 'Hand Management']","['Country: Portugal', 'History: Age of Discovery']"
29,['https://boardgamegeek.com/boardgame/143981/volt-robot-battle-arena/credits'],"['Fighting', 'Miniatures', 'Science Fiction']","['Action Queue', 'Grid Movement', 'Programmed Movement', 'Variable Player Powers']","['Theme: Robots', 'Theme: Sci-Fi Sports']"
30,['https://boardgamegeek.com/boardgame/253756/gorus-maximus/credits'],['Card Game'],"['Solo / Solitaire Game', 'Team-Based Game', 'Trick-taking']","['Ancient: Rome', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Theme: Gladiators']"
31,['https://boardgamegeek.com/boardgame/13751/under-shadow-dragon/credits'],"['Adventure', 'Fantasy']","['Dice Rolling', 'Modular Board', 'Pick-up and Deliver', 'Role Playing', 'Variable Player Powers']",['Creatures: Dragons']
32,['https://boardgamegeek.com/boardgame/264476/rangers-shadow-deep/credits'],"['Book', 'Dice', 'Fantasy', 'Fighting', 'Miniatures', 'Wargame']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']","['Players: Games with Solitaire Rules', 'Rangers of Shadow Deep']"
33,['https://boardgamegeek.com/boardgame/88513/chicken-caesar/credits'],"['Ancient', 'Humor', 'Negotiation', 'Political']","['Area Majority / Influence', 'Voting']","['Ancient: Rome', 'Animals: Chickens', 'Crowdfunding: Kickstarter']"
34,['https://boardgamegeek.com/boardgame/14634/homeworlds/credits'],"['Abstract Strategy', 'Bluffing', 'Fighting', 'Political', 'Science Fiction']","['Modular Board', 'Player Elimination', 'Point to Point Movement']","['Looney Pyramid Games', 'Mechanic: Combinatorial']"
35,['https://boardgamegeek.com/boardgame/55601/sneaks-snitches/credits'],"['Bluffing', 'Card Game', 'Spies/Secret Agents']","['Set Collection', 'Simultaneous Action Selection']",[]
36,['https://boardgamegeek.com/boardgame/173115/monarch/credits'],['Fantasy'],"['Card Drafting', 'Modular Board', 'Set Collection', 'Variable Player Powers']",['Crowdfunding: Kickstarter']
37,['https://boardgamegeek.com/boardgame/12171/le-passe-trappe/credits'],['Action / Dexterity'],[],['Passe Trappe']
38,['https://boardgamegeek.com/boardgame/107704/fief/credits'],"['Medieval', 'Negotiation', 'Political']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Simulation', 'Team-Based Game', 'Voting']",['Crowdfunding: Kickstarter']
39,['https://boardgamegeek.com/boardgame/1206/venture/credits'],"['Card Game', 'Economic']",['Set Collection'],"['Promotional: Promo Board Games', 'Series: 3M Gamettes', 'Series: Sid Sackson Signature']"
40,['https://boardgamegeek.com/boardgame/129156/battles-bulge-celles/credits'],"['Wargame', 'World War II']","['Chit-Pull System', 'Hexagon Grid', 'Simulation']",['History: World War II (Battle of the Bulge)']
41,['https://boardgamegeek.com/boardgame/63740/hotel-samoa/credits'],['Economic'],"['Auction/Bidding', 'Hand Management', 'Memory', 'Simultaneous Action Selection']","['Theme: Tropical Islands', 'Region: Oceania', 'Theme: Tropical']"
42,['https://boardgamegeek.com/boardgame/160903/target-today/credits'],"['Aviation / Flight', 'Wargame', 'World War II']","['Action Queue', 'Dice Rolling', 'Simulation', 'Solo / Solitaire Game']","['Mechanic: Campaign Games', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Games', 'Players: Solitaire Only Wargames', 'Players: Wargames with Solitaire Rules']"
43,['https://boardgamegeek.com/boardgame/34496/world-warcraft-miniatures-game/credits'],"['Adventure', 'Collectible Components', 'Fantasy', 'Miniatures', 'Video Game Theme']","['Action Points', 'Area Movement', 'Dice Rolling', 'Hexagon Grid']","['Admin: Better Description Needed!', 'Collectible Miniatures Games', 'Warcraft']"
44,['https://boardgamegeek.com/boardgame/2073/sixth-fleet-modern-naval-combat-mediterranean/credits'],"['Modern Warfare', 'Nautical', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']",['Series: Fleet (Victory Games)']
45,['https://boardgamegeek.com/boardgame/173092/traxx/credits'],[],['Line Drawing'],"['Mechanic: Roll-and-write', 'Series: NSV Middys (Nürnberger Spielkartenverlag)']"
46,['https://boardgamegeek.com/boardgame/256623/realm-sand/credits'],"['Abstract Strategy', 'Fantasy', 'Puzzle']","['Card Drafting', 'Pattern Building', 'Tile Placement']","['Components: Polyominoes', 'Players: Games with Solitaire Rules']"
47,['https://boardgamegeek.com/boardgame/3593/star-wars-star-warriors/credits'],"['Movies / TV / Radio theme', 'Science Fiction']","['Action Queue', 'Hexagon Grid', 'Simultaneous Action Selection']",['Movies: Star Wars']
48,['https://boardgamegeek.com/boardgame/63167/undermining/credits'],"['Science Fiction', 'Space Exploration', 'Transportation']","['Action Points', 'Contracts', 'Grid Movement', 'Pick-up and Deliver', 'Set Collection']","['Organizations: The Game Artisans of Canada', 'Theme: Mining']"
49,['https://boardgamegeek.com/boardgame/234469/origami/credits'],['Card Game'],"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Set Collection']",[]
50,['https://boardgamegeek.com/boardgame/153422/gardens/credits'],['Environmental'],"['Pattern Recognition', 'Tile Placement']","['Admin: Better Description Needed!', 'Organizations: Board Games Association of Creators in Spain (LUDO)', 'Theme: Flowers', 'Theme: Gardening']"
51,['https://boardgamegeek.com/boardgame/831/schrille-stille/credits'],"['Economic', 'Music']","['Commodity Speculation', 'Secret Unit Deployment', 'Voting']",[]
52,['https://boardgamegeek.com/boardgame/42306/wings-war-ww2-deluxe-set/credits'],"['Aviation / Flight', 'Card Game', 'Miniatures', 'Wargame', 'World War II']","['Action Queue', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection']",['Game: Wings of Glory']
