,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/17970/axis-allies-miniatures/credits'],"['Collectible Components', 'Miniatures', 'Wargame', 'World War II']","['Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling', 'Roll / Spin and Move']","['Collectible Miniatures Games', 'Game: Axis & Allies (Avalon Hill)']"
1,['https://boardgamegeek.com/boardgame/194286/catacombs-castles/credits'],"['Action / Dexterity', 'Adventure', 'Fantasy', 'Fighting']",['Flicking'],"['Crowdfunding: Kickstarter', 'Game: Catacombs', 'Mechanic: Finger Flicking Games']"
2,['https://boardgamegeek.com/boardgame/4985/warmaster/credits'],"['Book', 'Fantasy', 'Miniatures', 'Wargame']","['Dice Rolling', 'Variable Player Powers']",['Warhammer Fantasy Wargames']
3,['https://boardgamegeek.com/boardgame/197072/high-treason-trial-louis-riel/credits'],"['Card Game', 'Deduction', 'Educational']","['Hand Management', 'Simulation']","['Country: Canada', 'Players: Two Player Only Games']"
4,['https://boardgamegeek.com/boardgame/163920/gaia/credits'],['Territory Building'],"['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Memory', 'Modular Board', 'Set Collection', 'Tile Placement']",[]
5,['https://boardgamegeek.com/boardgame/30932/lascaux/credits'],"['Animals', 'Bluffing', 'Card Game', 'Prehistoric']","['Auction/Bidding', 'Set Collection', 'Simultaneous Action Selection']","['Animals: Deer', 'Animals: Horses', 'Animals: Mammoths', 'Animals: Rhinoceroses', 'Animals: Sheep', 'Country: France', 'Theme: Archaeology', 'Theme: Art']"
6,['https://boardgamegeek.com/boardgame/12896/la-bataille-des-quatre-bras/credits'],"['Napoleonic', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Solo / Solitaire Game']","['Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Series: La Bataille (Clash of Arms Games)']"
7,['https://boardgamegeek.com/boardgame/206206/escape-100-million-bc/credits'],"['Adventure', 'Prehistoric', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Map Addition', 'Pick-up and Deliver', 'Stat Check Resolution']","['Admin: Better Description Needed!', 'Animals: Dinosaurs', 'Theme: Time Travel']"
8,['https://boardgamegeek.com/boardgame/1821/grant-takes-command/credits'],"['American Civil War', 'Post-Napoleonic', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation']","['Country: USA', 'Series: Great Campaigns of the American Civil War (Avalon Hill)']"
9,['https://boardgamegeek.com/boardgame/247/gloria-picktoria/credits'],['Card Game'],"['Card Drafting', 'Set Collection']","['Animals: Chickens', 'Animals: Foxes', 'Series: The Chicken Family of Zoch']"
10,['https://boardgamegeek.com/boardgame/4214/stonewall-valley/credits'],"['American Civil War', 'Wargame']","['Dice Rolling', 'Hexagon Grid']","['Country: USA', 'Series: Great Campaigns of the American Civil War (Avalon Hill)']"
11,['https://boardgamegeek.com/boardgame/5576/dungeoneer-tomb-lich-lord/credits'],"['Adventure', 'Card Game', 'Dice', 'Exploration', 'Fantasy']","['Action Points', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Tile Placement', 'Variable Player Powers']","['Dungeon Crawler', 'Game: Dungeoneer']"
12,['https://boardgamegeek.com/boardgame/5451/hanafuda/credits'],"['Card Game', 'Game System']","['Hand Management', 'Push Your Luck', 'Set Collection']","['Card Games: Fishing', 'Country: Japan', 'Crowdfunding: Kickstarter', 'Promotional: Promo Board Games', 'Theme: Flowers', 'Traditional Games: Hanafuda']"
13,['https://boardgamegeek.com/boardgame/4505/tarot/credits'],"['Bluffing', 'Card Game', 'Game System', 'Print & Play']","['Auction/Bidding', 'Team-Based Game', 'Trick-taking']","['Components: Tarot Cards', 'Islands: Sicily (Italy)']"
14,['https://boardgamegeek.com/boardgame/256669/scorpius-freighter/credits'],"['Science Fiction', 'Transportation']","['Card Drafting', 'Rondel', 'Set Collection', 'Tile Placement', 'Variable Player Powers']",[]
15,['https://boardgamegeek.com/boardgame/8552/i-go/credits'],"['Card Game', 'Nautical', 'Pirates']","['Card Drafting', 'Hand Management', 'Pattern Building', 'Set Collection']","['Card Games: Draw and Discard', 'Traditional Card Games: Rummy']"
